city,aqi_value,aqi_category,pm2.5_aqi_value,meal_cheap_usd,meal_midrange_usd,rent_1br_outside_usd,rent_3br_city_usd,basic_utilities_usd,monthly_pass_usd,avg_net_salary_usd,quality_of_life_index,popcity,densitycity,congestion2019,crime_index,safety_index,aqi_score,pm25_score,air_quality_score,cost_index_raw,cost_score_absolute,monthly_living_cost,affordability_ratio,cost_score_affordability,safety_score,density_score_raw,congestion_score,urban_score,livability_score_absolute,livability_score_affordability,rank_absolute,rank_affordability,country
turin,61,Moderate,61,13.7,59.54,65.27,29.12,27890.0,1.79,1363.28,1.77,865263.0,6647.176769,20.0,52.1,47.9,91.65,87.3,89.04,5613.554,76.99,28368.06,2080.87,84.7,43.51,71.43858839416518,72.34,71.89,70.61,72.93,257,246, Italy
manchester,58,Moderate,58,18.45,73.8,83.25,34.73,30079.5,3.08,2148.4,2.94,2553379.0,22078.50411,22.0,55.4,44.6,92.28,87.98,89.7,6061.523,74.59,30719.33,1429.87,90.44,38.95,0.11976914773632026,68.09,34.1,61.36,66.11,313,281, United Kingdom
konya,64,Moderate,64,2.55,13.42,30.94,31.37,26123.22,0.19,224.2,23.97,1154541.0,380.0332456,17.0,46.6,53.4,91.02,86.62,88.38,5240.643,78.99,26230.85,11699.75,0.0,51.1,94.49686037206077,78.72,86.61,75.89,52.19,174,327,Turkey
vilnius,35,Good,24,10.01,52.69,74.57,36.72,24019.54,0.79,1370.04,2.42,524406.0,1307.745636,26.0,27.6,72.4,97.08,95.69,96.25,4843.274,81.12,24395.2,1780.62,87.35,77.35,98.64389964657538,59.57,79.11,83.56,85.43,16,27, Lithuania
medan,101,Unhealthy for Sensitive Groups,101,1.94,10.05,40.37,28.36,20504.43,0.32,388.91,9.5,2097610.0,7912.523576,20.0,46.6,53.4,83.3,78.23,80.26,4121.491000000001,84.99,20603.32,5297.71,56.38,51.1,57.39997684294882,72.34,64.87,71.31,62.73,251,293,Indonesia
brisbane,31,Good,31,13.59,67.96,72.56,42.17,19223.04,3.57,2163.03,3.67,1751620.0,1548.0,22.0,35.5,64.5,97.91,94.1,95.62,3883.963,86.26,19706.87,911.08,95.0,66.44,99.2717002998949,68.09,83.68,83.13,85.75,20,25, Australia
bucharest,50,Good,50,10.7,42.82,72.85,39.63,23129.14,0.64,889.03,6.43,1883425.0,7913.55042,42.0,28.2,71.8,93.95,89.8,91.46,4664.457,82.08,23523.629999999997,2645.99,79.73,76.52,57.388515244021775,25.53,41.46,74.91,74.21,193,230, Romania
cagliari,64,Moderate,64,15.81,63.22,94.84,35.56,27924.25,1.37,1043.21,2.14,164249.0,1919.918177,19.0,35.9,64.1,91.02,86.62,88.38,5635.569,76.87,28494.76,2731.45,78.97,65.88,99.86347804413043,74.47,87.17,79.06,79.69,83,143, Italy
cartagena,50,Good,50,2.52,20.1,37.81,24.41,14818.82,0.57,632.02,10.16,895400.0,1601.788909,20.0,46.6,53.4,93.95,89.8,91.46,2983.23,91.09,14932.8,2362.71,82.22,51.1,99.386027454362,72.34,85.86,80.14,77.48,58,188,Spain
sheffield,31,Good,31,13.53,61.5,82.41,31.28,27060.0,2.71,1735.84,3.79,685368.0,1862.716747,20.0,43.5,56.5,97.91,94.1,95.62,5456.182,77.83,27551.02,1587.19,89.05,55.39,99.80282563904753,72.34,86.07,78.32,81.68,107,94, United Kingdom
berlin,69,Moderate,69,12.64,63.22,88.38,37.06,28145.4,3.16,2447.03,2.18,3552000.0,3983.491836,30.0,43.2,56.8,89.98,85.49,87.29,5676.1140000000005,76.65,28616.140000000003,1169.42,92.73,55.8,94.74523779015055,51.06,72.9,73.35,78.17,227,177, Germany
bielefeld,32,Good,32,10.54,47.42,87.67,33.02,26317.29,2.95,1659.65,2.4,333090.0,1286.956186,17.0,46.6,53.4,97.7,93.88,95.41,5309.696000000001,78.62,26724.11,1610.23,88.85,51.1,98.5806510720699,78.72,88.65,77.94,81.01,118,109,Germany
munich,45,Good,45,15.81,65.86,91.81,37.83,23480.74,3.69,2599.04,2.02,1450381.0,4668.107499,24.0,18.8,81.2,94.99,90.93,92.55,4745.584,81.64,24050.54,925.36,94.88,89.5,90.16989307719656,63.83,77.0,85.4,89.38,5,5, Germany
miami,55,Moderate,55,20.0,100.0,47.71,40.36,24272.73,2.5,4620.37,5.33,399457.0,4284.713625,23.0,52.6,47.4,92.9,88.66,90.36,4882.651,80.91,24922.94,539.41,98.28,42.82,92.88672518156903,65.96,79.42,73.45,78.66,222,167, FL
limerick,23,Good,17,15.81,73.76,47.29,34.07,22128.65,2.11,2212.86,3.23,58319.0,2805.146705,28.0,39.5,60.5,99.58,97.28,98.2,4452.7480000000005,83.21,22652.350000000002,1023.67,94.01,60.91,99.38473308374084,55.32,77.35,80.21,83.45,56,52, Ireland
linz,57,Moderate,57,15.28,63.22,97.37,37.14,20643.68,2.74,1434.26,2.26,204846.0,2134.034795,17.0,46.6,53.4,92.48,88.21,89.92,4180.751,84.67,21202.190000000002,1478.27,90.01,51.1,99.99186523464876,78.72,89.36,78.53,80.13,102,132,Austria
preston,65,Moderate,65,12.3,44.72,70.73,30.75,25669.28,2.52,1660.5,2.6,313332.0,2203.150049,16.0,46.6,53.4,90.81,86.39,88.16,5171.933,79.36,26111.53,1572.51,89.18,51.1,100.0,80.85,90.42,76.71,79.65,155,145,United Kingdom of Great Britain and Northern Ireland
shenyang,125,Unhealthy for Sensitive Groups,125,2.85,21.35,48.22,42.66,22814.73,0.28,711.77,5.56,6927041.125,1353.995529,28.0,46.6,53.4,78.29,72.79,74.99,4587.654,82.49,22948.73,3224.18,74.64,51.1,98.77953718504638,55.32,77.05,71.68,69.32,248,269,China
kazan,43,Good,43,7.98,40.0,104.57,60.36,36342.86,0.56,960.0,11.02,1240000.0,2917.647059,29.0,46.6,53.4,95.41,91.38,92.99,7322.509,67.83,36687.39,3821.6,69.37,51.1,99.13437614459512,53.19,76.16,71.6,72.07,249,254,Russian Federation
karlsruhe,55,Moderate,55,11.59,63.22,94.13,43.03,25421.6,2.95,1506.86,1.45,307755.0,1774.213075,19.0,37.5,62.5,92.9,88.66,90.36,5133.998,79.56,25866.38,1716.57,87.91,63.67,99.68716046181348,74.47,87.08,79.79,82.3,65,75, Germany
grand rapids,75,Moderate,75,15.0,60.0,63.75,38.67,24083.33,1.75,2850.0,5.43,188040.0,1621.47063,10.0,46.6,53.4,88.73,84.13,85.97,4851.716,81.07,24598.83,863.12,95.43,51.1,99.42544494961295,93.62,96.52,77.89,82.2,121,79,United States of America
nijmegen,35,Good,35,15.81,73.76,104.06,40.04,22479.9,2.21,1804.54,3.0,162932.0,2832.122371,21.0,46.6,53.4,97.08,93.2,94.75,4551.393,82.68,23060.47,1277.91,91.77,51.1,99.328546704442,70.21,84.77,78.22,80.95,110,112,Netherlands
helsinki,162,Unhealthy,162,13.7,84.3,95.97,41.03,32816.64,2.95,2115.81,1.23,653835.0,913.8410578,15.0,24.8,75.2,70.56,64.4,66.86,6614.348000000001,71.62,33326.56,1575.12,89.16,81.22,97.20876681484665,82.98,90.09,76.52,81.79,161,92, Finland
pretoria,329,Hazardous,329,6.84,34.22,43.48,31.79,20896.36,2.28,707.13,8.63,3280000.0,5189.873418,20.0,82.0,18.0,35.7,26.53,30.2,4202.608,84.55,21147.32,2990.58,76.69,2.21,85.90600296167652,72.34,79.12,49.29,46.93,332,332, South Africa
shanghai,156,Unhealthy,152,5.69,39.86,70.49,34.92,20750.95,0.57,2952.7,5.03,24210539.18,3818.094809,22.0,30.6,69.4,71.82,66.67,68.73,4186.63,84.64,20992.71,710.97,96.77,73.2,95.65568496576614,68.09,81.87,77.25,80.89,138,116, China
yekaterinburg,40,Good,22,9.6,38.4,91.89,51.01,38510.47,0.51,857.14,12.03,1377738.0,2805.983707,36.0,46.4,53.6,96.03,96.15,96.1,7750.010000000001,65.54,38890.87,4537.28,63.07,51.38,99.38302628149145,38.3,68.84,70.3,69.56,259,268, Russia
catania,73,Moderate,73,12.64,52.69,74.93,26.34,17159.23,1.05,869.34,2.32,313110.0,1731.037152,23.0,63.9,36.1,89.14,84.58,86.4,3471.944,88.47,17614.41,2026.18,85.18,27.21,99.62113663320761,65.96,82.79,71.5,70.51,250,264, Italy
mecca,150,Unhealthy,150,6.65,53.21,30.06,48.68,19952.72,1.06,585.28,5.5,1534731.0,2019.382895,20.0,46.6,53.4,73.07,67.12,69.5,4007.0100000000007,85.6,20183.340000000004,3448.49,72.66,51.1,99.94250556906226,72.34,86.14,73.06,69.18,232,272,Saudi Arabia
modena,65,Moderate,63,16.33,63.22,98.35,28.06,17913.67,2.11,1053.75,2.6,175502.0,957.8235005,12.0,46.6,53.4,90.81,86.85,88.43,3635.3859999999995,87.6,18504.03,1756.02,87.56,51.1,97.39349258938954,89.36,93.38,79.84,79.83,63,138,Italy
monterrey,85,Moderate,85,10.31,41.26,45.12,31.14,17684.72,0.77,1142.45,11.1,1109171.0,1143.829019,20.0,48.3,51.7,86.64,81.86,83.77,3561.6430000000005,87.99,18039.91,1579.05,89.12,48.76,98.10710335331694,72.34,85.22,76.57,76.91,159,196, Mexico
tucson,80,Moderate,80,15.0,55.0,49.29,29.62,24333.0,1.62,2125.0,5.38,520116.0,833.2932414,16.0,51.5,48.5,87.68,82.99,84.87,4894.407000000001,80.85,24833.91,1168.65,92.74,44.34,96.8548284322451,80.85,88.85,74.33,77.89,203,181, AZ
groningen,37,Good,36,15.81,84.3,80.98,32.23,32025.07,2.63,1254.83,2.01,187622.0,2241.065456,20.0,22.1,77.9,96.66,92.97,94.45,6448.929,72.51,32582.98,2596.61,80.16,84.94,99.99755183318544,72.34,86.17,83.83,86.13,11,18, Netherlands
charlotte,61,Moderate,61,15.0,60.0,40.75,32.5,23166.67,2.45,3871.88,5.32,731424.0,916.0495053,13.0,46.7,53.3,91.65,87.3,89.04,4656.954,82.12,23659.87,611.07,97.65,50.97,97.21818665060798,87.23,92.22,78.08,82.74,113,68, NC
worcester,46,Good,35,14.15,61.5,65.5,53.3,24600.0,3.08,1240.25,3.63,181045.0,1870.957205,9.0,46.6,53.4,94.78,93.2,93.83,4955.888,80.52,25093.08,2023.23,85.21,51.1,99.81224677580826,95.74,97.78,79.94,81.35,60,102,United States of America
lima,110,Unhealthy for Sensitive Groups,110,3.92,22.19,43.81,28.35,21697.31,0.52,954.12,8.29,8574974.0,3211.600749,42.0,70.9,29.1,81.42,76.19,78.28,4362.203,83.7,21859.24,2291.04,82.85,17.54,98.28300565659805,25.53,61.91,61.45,61.19,312,303, Peru
salt lake city,39,Good,39,17.0,67.5,56.8,40.1,27522.25,2.5,2777.53,5.14,186440.0,652.4044124,13.0,33.7,66.3,96.24,92.29,93.87,5536.500000000001,77.4,28091.55,1011.39,94.12,68.92,95.9873311334638,87.23,91.61,82.24,87.26,29,12, UT
amersfoort,30,Good,17,16.86,68.49,84.3,40.39,30909.86,3.16,1756.24,2.32,144879.0,2268.69715,16.0,46.6,53.4,98.12,97.28,97.62,6227.81,73.7,31503.12,1793.78,87.23,51.1,99.99268345635883,80.85,90.42,77.37,81.43,135,99,Netherlands
granada,61,Moderate,61,10.54,52.69,77.06,31.61,21074.9,1.48,1001.06,2.12,241003.0,2732.460317,20.0,46.6,53.4,91.65,87.3,89.04,4255.7660000000005,84.27,21469.64,2144.69,84.14,51.1,99.52400777780332,72.34,85.93,77.5,77.46,127,189,Colombia
sofia,50,Good,50,10.69,37.4,64.68,33.48,22857.83,0.85,828.19,3.15,1272000.0,970.9923664,30.0,41.9,58.1,93.95,89.8,91.46,4606.129000000001,82.39,23244.06,2806.61,78.31,57.6,97.44762093439789,51.06,74.25,76.83,75.61,150,210, Bulgaria
fort worth,61,Moderate,61,14.0,60.0,49.62,32.33,23432.67,2.5,3025.0,5.31,741206.0,824.1014721,20.0,46.6,53.4,91.65,87.3,89.04,4714.393999999999,81.81,23904.789999999997,790.24,96.07,51.1,96.81316053096813,72.34,84.58,76.49,80.77,162,120,United States of America
gaziantep,53,Moderate,53,3.22,16.1,24.82,33.54,31304.95,0.35,295.16,19.0,1467442.0,686.5289968,24.0,46.6,53.4,93.32,89.12,90.8,6274.079000000001,73.45,31426.719999999998,10647.35,9.27,51.1,96.15858839748694,63.83,79.99,73.51,54.25,220,324,Turkey
pune,98,Moderate,98,3.68,14.74,29.56,30.88,21989.65,0.37,485.56,8.0,3124458.0,6932.609998,42.0,41.6,58.4,83.92,78.91,80.91,4413.483,83.42,22129.98,4557.62,62.89,58.01,68.32300250579702,25.53,46.93,69.14,62.98,275,291, India
greensboro,60,Moderate,60,15.0,65.0,35.0,31.99,25100.0,1.5,2000.0,5.43,374037.0,776.6465727,7.0,46.6,53.4,91.86,87.53,89.26,5040.65,80.06,25586.5,1279.32,91.76,51.1,96.59390204363076,100.0,98.3,78.77,82.28,93,76,United States of America
jacksonville,57,Moderate,57,14.0,60.0,49.75,34.88,22065.62,1.75,2116.25,4.97,821784.0,424.5931992,13.0,57.1,42.9,92.48,88.21,89.92,4440.974,83.28,22537.12,1064.96,93.65,36.6,94.75548803688835,87.23,90.99,74.81,77.92,195,180, FL
nice,54,Moderate,54,20.02,76.4,71.0,38.64,29856.11,1.58,1826.49,1.17,343889.0,4781.548943,25.0,60.1,39.9,93.11,88.89,90.58,6010.884000000001,74.86,30529.29,1671.47,88.31,32.46,89.29560648136442,61.7,75.5,68.32,72.35,280,252, France
recife,42,Good,42,4.79,22.99,47.18,40.87,28367.25,0.8,447.05,8.43,1536934.0,7066.688124,37.0,76.4,23.6,95.62,91.61,93.21,5698.078,76.54,28558.93,6388.31,46.77,9.94,66.84271403667822,36.17,51.51,59.05,50.12,320,331, Brazil
rotterdam,35,Good,27,15.81,68.49,67.62,32.53,29252.23,4.21,1978.1,2.39,602620.0,1849.66237,19.0,32.9,67.1,97.08,95.01,95.84,5887.839,75.52,29798.36,1506.41,89.76,70.03,99.78743025999503,74.47,87.13,81.55,85.82,39,24, Netherlands
parma,86,Moderate,86,15.81,73.76,91.54,42.15,28003.28,1.58,974.71,2.42,163457.0,626.8244046,14.0,46.6,53.4,86.43,81.63,83.55,5649.746,76.8,28570.7,2931.2,77.22,51.1,95.85666246197532,85.11,90.48,74.8,74.92,196,219,Italy
southampton,39,Good,39,14.11,67.65,85.08,35.88,32441.26,2.58,1691.25,4.55,234100.0,4548.280552,24.0,46.6,53.4,96.24,92.29,93.87,6533.872,72.06,32952.22,1948.39,85.87,51.1,91.05933407945787,63.83,77.44,73.35,77.49,227,187,United Kingdom of Great Britain and Northern Ireland
bournemouth,37,Good,37,24.6,73.8,74.42,37.82,27675.0,3.08,2060.25,2.85,466266.0,9920.553191,25.0,46.6,53.4,96.66,92.74,94.31,5577.438,77.18,28490.5,1382.87,90.85,51.1,36.26639689587489,61.7,48.98,69.3,73.4,272,240,United Kingdom of Great Britain and Northern Ireland
brasilia,21,Good,11,5.75,38.32,44.88,42.14,27692.64,1.05,851.14,9.69,2562963.0,441.7424172,16.0,59.9,40.1,100.0,98.64,99.18,5562.223,77.27,27911.07,3279.26,74.15,32.73,94.85350178429664,80.85,87.85,73.73,72.79,215,248, Brazil
belfast,29,Good,23,19.07,73.8,67.65,39.21,25908.8,3.2,1634.14,2.81,595879.0,5181.556522,25.0,45.4,54.6,98.33,95.92,96.88,5219.719,79.1,26551.75,1624.81,88.72,52.76,85.97861406565994,61.7,73.84,75.91,78.79,172,162, United Kingdom
columbus,51,Moderate,51,15.0,65.0,44.33,37.33,23214.29,2.05,2561.54,5.27,787033.0,1381.020473,11.0,47.2,52.8,93.74,89.57,91.24,4668.228,82.06,23710.670000000002,925.64,94.88,50.28,98.85554600415858,91.49,95.17,79.03,82.88,86,64, OH
bonn,32,Good,30,15.81,73.76,78.89,36.22,25629.72,3.16,2212.86,2.66,318809.0,2260.094995,21.0,40.5,59.5,97.7,94.33,95.68,5168.867,79.37,26186.07,1183.36,92.61,59.53,99.99447778568208,70.21,85.1,79.63,83.61,71,48, Germany
bangkok,69,Moderate,69,2.74,28.8,56.55,38.02,26234.16,1.27,2044.33,5.64,8280925.0,5278.74459,44.0,40.5,59.5,89.98,85.49,87.29,5275.782000000001,78.8,26374.18,1290.11,91.67,59.53,85.12140501994418,21.28,53.2,70.98,74.85,255,220, Thailand
ramat gan,70,Moderate,70,20.55,88.08,92.23,61.62,39407.82,1.76,2084.53,3.62,143600.0,11966.66667,20.0,46.6,53.4,89.77,85.26,87.06,7931.965000000001,64.56,40118.310000000005,1924.57,86.08,51.1,19.722560258039426,72.34,46.03,63.11,69.57,304,267,Israel
wellington,24,Good,17,12.83,64.14,71.68,40.55,20483.9,2.36,2269.15,4.05,190956.0,658.4689655,27.0,32.4,67.6,99.37,97.28,98.12,4135.4220000000005,84.91,20942.840000000004,922.94,94.9,70.72,96.01802259340349,57.45,76.73,83.03,86.03,21,22, New Zealand
mannheim,30,Good,24,11.59,63.22,81.67,33.37,24938.64,2.85,1277.14,2.13,305780.0,2109.409492,18.0,46.6,53.4,98.12,95.69,96.66,5031.166,80.11,25370.859999999997,1986.54,85.53,51.1,99.98503635340465,76.6,88.29,78.63,80.26,98,128,Germany
nottingham,49,Good,49,14.76,61.5,90.88,34.85,29925.9,3.32,1906.5,4.41,729977.0,9783.902962,22.0,50.4,49.6,94.15,90.02,91.67,6033.904,74.74,30462.9,1597.84,88.96,45.86,37.5807812200484,68.09,52.84,67.37,71.64,286,256, United Kingdom
portsmouth,47,Good,47,14.76,63.96,60.13,31.98,30397.4,3.57,1722.0,4.45,238137.0,5916.447205,22.0,46.6,53.4,94.57,90.48,92.12,6112.854,74.31,30903.9,1794.65,87.22,51.1,79.07135052595412,68.09,73.58,72.81,76.69,233,199,United States of America
riga,54,Moderate,54,11.06,52.69,66.49,41.8,23156.05,1.21,845.4,2.45,637971.0,2106.905548,22.0,38.5,61.5,93.11,88.89,90.58,4666.7880000000005,82.07,23555.55,2786.32,78.49,62.29,99.98422634003799,68.09,84.04,79.65,78.57,69,171, Latvia
kayseri,40,Good,40,5.37,10.73,53.32,36.22,32505.94,0.35,328.28,22.93,1031696.0,328.9385418,16.0,46.6,53.4,96.03,92.06,93.65,6528.957,72.08,32720.709999999995,9967.32,15.26,51.1,94.19333308518158,80.85,87.52,75.32,58.27,186,313,Turkey
tangerang,201,Very Unhealthy,167,1.94,19.45,30.24,27.52,24365.49,0.29,842.65,10.75,1798601.0,10931.08667,20.0,46.6,53.4,62.42,63.27,62.93,4888.635000000001,80.88,24454.22,2902.06,77.47,51.1,27.327055931723578,72.34,49.83,62.74,61.71,306,301,Indonesia
honolulu,30,Good,30,18.0,82.5,49.75,48.0,21533.0,3.0,3776.92,6.11,337256.0,2150.771413,19.0,47.3,52.7,98.12,94.33,95.85,4335.375000000001,83.84,22125.75,585.81,97.87,50.14,99.99532788953753,74.47,87.23,79.1,83.3,82,54, HI
cork,27,Good,13,15.81,79.03,77.11,35.56,30615.25,2.53,2486.34,3.07,125622.0,3140.55,26.0,35.6,64.4,98.75,98.19,98.41,6165.0199999999995,74.03,31169.19,1253.62,91.99,66.3,98.5146826130315,59.57,79.04,79.19,84.58,79,39, Ireland
tulsa,54,Moderate,54,13.25,48.0,41.75,40.67,23600.0,2.5,1962.5,4.85,391906.0,766.0269606,11.0,46.6,53.4,93.11,88.89,90.58,4743.775,81.65,24041.75,1225.06,92.24,51.1,96.54388970411706,91.49,94.02,78.72,81.9,94,87,United States of America
utrecht,31,Good,28,17.91,63.22,99.91,46.1,33575.88,2.79,2090.37,2.86,306731.0,3091.734704,15.0,46.6,53.4,97.91,94.78,96.03,6768.992,70.8,34215.88,1636.83,88.61,51.1,98.66434013438786,82.98,90.82,76.19,81.53,167,97,Netherlands
qingdao,232,Very Unhealthy,232,2.99,21.35,50.34,30.87,16513.16,0.43,699.91,5.0,6302490.38,1206.218255,25.74695396,46.6,53.4,55.95,48.53,51.5,3328.443,89.24,16653.63,2379.4,82.07,51.1,98.3216768155533,60.11,79.22,68.27,66.11,281,281,China
jersey city,70,Moderate,70,15.0,80.0,50.75,55.8,18666.67,2.75,4500.0,5.43,247597.0,6484.038218,20.0,46.6,53.4,89.77,85.26,87.06,3761.984,86.92,19170.17,426.0,99.28,51.1,73.19141850422378,72.34,72.77,75.17,78.88,190,160,United States of America
rome,67,Moderate,67,16.33,73.76,84.13,36.52,28654.34,1.58,2284.37,1.99,2546804.0,1947.529651,27.0,53.0,47.0,90.4,85.94,87.72,5776.357000000001,76.12,29229.95,1279.56,91.76,42.27,99.88878476624834,57.45,78.67,71.07,75.76,254,208, Italy
lugano,62,Moderate,62,32.05,106.85,115.24,40.96,29863.18,2.56,3107.41,1.38,62315.0,2378.435115,26.0,46.6,53.4,91.44,87.07,88.82,6036.9220000000005,74.72,30942.48,995.76,94.26,51.1,99.9476892321164,59.57,79.76,73.35,79.21,227,151,Switzerland
detroit,88,Moderate,88,15.63,60.0,53.5,40.0,26901.67,2.0,2716.67,5.21,713777.0,1986.515727,11.0,74.1,25.9,86.01,81.18,83.11,5410.41,78.08,27426.07,1009.55,94.14,13.12,99.92010936578833,91.49,95.71,66.62,71.44,293,259, MI
orlando,58,Moderate,58,20.0,70.0,40.37,30.27,24571.43,2.0,3116.67,5.41,238300.0,831.7281933,17.0,51.5,48.5,92.28,87.98,89.7,4938.671,80.61,25213.8,809.0,95.9,44.34,96.84775221488489,78.72,87.78,75.25,79.84,188,137, FL
oslo,39,Good,14,20.55,112.0,93.19,42.6,34816.07,4.01,2334.05,2.78,560484.0,1234.573449,20.0,34.1,65.9,96.24,97.96,97.27,7014.32,69.48,35529.770000000004,1522.24,89.62,68.37,98.41504046009727,72.34,85.38,79.33,85.37,77,28, Norway
lyon,107,Unhealthy for Sensitive Groups,107,15.81,63.22,84.83,34.91,21352.39,2.0,1640.83,1.57,525236.0,10953.8269,25.0,52.8,47.2,82.05,76.87,78.94,4316.255,83.95,21913.52,1335.51,91.27,42.54,27.1427070357037,61.7,44.42,64.44,66.63,297,278, France
houston,103,Unhealthy for Sensitive Groups,103,16.5,75.0,48.81,40.15,23958.81,1.25,2941.19,4.91,2099451.0,1265.688045,16.0,63.8,36.2,82.88,77.78,79.82,4819.592000000001,81.25,24503.870000000003,833.13,95.69,27.35,98.5144874275593,80.85,89.68,69.1,73.44,276,239, TX
milan,67,Moderate,67,21.07,84.3,96.07,35.27,28783.71,2.11,2766.72,1.68,1256211.0,6899.604548,23.0,48.7,51.3,90.4,85.94,87.72,5809.202,75.94,29513.989999999998,1066.75,93.63,48.2,68.68594846022714,65.96,67.32,70.23,75.53,260,212, Italy
montreal,68,Moderate,68,14.82,66.7,62.79,35.84,19365.84,2.59,1846.59,5.41,1704694.0,4668.731685,20.0,31.8,68.2,90.19,85.71,87.5,3907.786,86.14,19875.82,1076.35,93.55,71.55,90.16516729739571,72.34,81.25,81.85,84.08,35,43, Canada
toulouse,53,Moderate,53,17.12,63.22,97.7,42.75,26036.29,1.79,1505.35,1.17,491942.0,4158.427726,21.0,50.1,49.9,93.32,89.12,90.8,5259.711000000001,78.89,26649.38,1770.31,87.44,46.27,93.69666296930014,70.21,81.95,74.32,76.89,205,197, France
baku,79,Moderate,79,5.88,29.41,43.8,41.5,21504.29,0.18,627.73,9.15,2286000.0,1073.239437,20.0,30.5,69.5,87.89,83.22,85.09,4323.952,83.9,21724.670000000002,3460.83,72.55,73.34,97.8492479104295,72.34,85.09,81.8,78.39,36,174, Azerbaijan
bengaluru,77,Moderate,77,3.07,18.42,30.92,32.34,24236.01,0.61,639.32,7.97,8443675.0,11394.97301,51.0,54.6,45.4,88.31,83.67,85.53,4863.3369999999995,81.01,24359.64,3810.24,69.47,40.06,23.719829248300876,6.38,15.05,58.71,55.25,322,321,Unknown
braga,39,Good,16,8.43,31.61,77.58,31.88,26343.63,1.63,965.93,1.57,181474.0,990.6326765,15.0,46.6,53.4,96.24,97.51,97.0,5309.365,78.62,26675.74,2761.66,78.71,51.1,97.52733467155583,82.98,90.25,78.66,78.69,96,166,Portugal
chongqing,283,Very Unhealthy,283,2.85,17.08,31.67,23.23,17054.11,0.43,444.93,5.33,24299808.69,561.67646,42.0,46.6,53.4,45.3,36.96,40.3,3427.2700000000004,88.71,17171.71,3859.42,69.04,51.1,95.5150593267457,25.53,60.52,61.57,55.67,311,320,China
brno,73,Moderate,73,7.79,34.61,79.53,35.69,25121.88,1.08,1141.65,4.55,384277.0,1669.390503,22.0,26.1,73.9,89.14,84.58,86.4,5065.807000000001,79.93,25436.190000000002,2228.02,83.41,79.42,99.5159914296147,68.09,83.8,82.19,83.24,31,57, Czech Republic
chengdu,386,Hazardous,386,2.85,24.77,83.57,32.52,20208.69,0.43,811.42,5.08,10807280.13,2939.156957,28.0,46.6,53.4,23.8,13.61,17.69,4084.136,85.19,20378.19,2511.42,80.91,51.1,99.08171612217625,55.32,77.2,58.19,56.91,324,318,China
denver,53,Moderate,53,18.0,75.0,60.08,37.63,23528.31,3.0,3436.84,4.92,600158.0,1513.778956,15.0,45.3,54.7,93.32,89.12,90.8,4739.602000000001,81.68,24131.390000000003,702.14,96.84,52.9,99.19394480480148,82.98,91.09,78.65,83.2,97,59, CO
dresden,54,Moderate,54,10.54,47.42,90.92,42.15,25835.73,2.63,1141.56,2.62,543825.0,1655.580248,23.0,31.0,69.0,93.11,88.89,90.58,5214.977000000001,79.13,26245.48,2299.09,82.78,72.65,99.49068608727778,65.96,82.73,81.09,82.19,44,80, Germany
santiago,62,Moderate,62,9.05,45.27,48.17,28.06,17815.51,0.91,835.52,6.17,311415.0,13902.45536,31.0,61.2,38.8,91.44,87.07,88.82,3589.0879999999997,87.84,18136.089999999997,2170.64,83.91,30.94,9.72022801068447,48.94,29.33,62.16,60.98,308,304, Chile
seattle,36,Good,36,20.0,100.0,53.53,44.95,25244.69,2.75,4174.86,5.23,608660.0,2803.339003,19.0,52.8,47.2,96.87,92.97,94.53,5079.978,79.85,25900.969999999998,620.4,97.56,42.54,99.38841133129038,74.47,86.93,75.61,80.92,180,114, WA
leicester,33,Good,33,17.22,61.5,69.93,43.05,29848.0,2.83,1449.35,3.08,508916.0,6941.025641,22.0,46.6,53.4,97.49,93.65,95.19,6008.292,74.87,30437.36,2100.07,84.53,51.1,68.23036170641338,68.09,68.16,72.67,75.56,235,211,United Kingdom of Great Britain and Northern Ireland
